job_n,Energy,n_helices,r0_A,r0_B,r0_C,omega0,delta_omega0_A,delta_omega0_B,delta_omega0_C,z0_offset_A,z0_offset_B,z0_offset_C,helix1 phase,helix 2 phase,helix3 phase,invert_A,invert_B,invert_C,z1_offset_A,z1_offset_B,z1_offset_C,delta_t_A,delta_t_B,delta_t_C,omega1,z1
36368,-398.511,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
36369,-395.913,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
36371,-398.479,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
36373,-401.607,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
36388,-388.216,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
36380,-385.711,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36385,-391.611,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
36376,-409.36,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
36379,-398.21,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
36370,-398.3,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
36375,-393.355,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36389,-383.88,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
36391,-409.444,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36374,-398.946,3,6,6,6,0,0,120,240,0,0,0,0,20,0,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
36398,-402.048,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36399,-395.216,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
36400,-406.048,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
36397,-409.861,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36403,-399.116,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36405,-394.773,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
36404,-384.9,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
36406,-394.184,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
36411,-404.715,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36410,-401.928,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
36416,-384.496,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36423,-390.113,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
36421,-386.33,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
36428,-397.477,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36429,-398.225,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
36434,-397.242,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36430,-399.923,3,6,6,6,0,0,120,240,0,0,0,0,20,20,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36436,-394.859,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
36433,-387.76,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36439,-392.361,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36438,-399.989,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-3,3,0,0,0,99.999268,1.51
36440,-405.887,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
36443,-394.625,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
36447,-388.983,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36448,-399.449,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
36452,-393.671,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36450,-409.994,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
36449,-389.015,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
36462,-395.459,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
36458,-393.601,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
36456,-398.778,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,0.6,3,0,0,0,99.999268,1.51
36461,-346.125,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
36464,-397.63,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36466,-395.074,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36471,-390.099,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
36470,-402.539,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36467,-394.591,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36469,-384.95,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36468,-385.076,3,6,6,6,0,0,120,240,0,0,0,0,20,40,0,1,0,0,3,3,0,0,0,99.999268,1.51
36478,-396.205,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
36475,-406.292,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36480,-403.029,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
36498,-392.535,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,1.8,3,0,0,0,99.999268,1.51
36503,-389.323,3,6,6,6,0,0,120,240,0,0,0,0,20,60,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36505,-394.204,3,6,6,6,0,0,120,240,0,0,0,0,20,80,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36514,-394.685,3,6,6,6,0,0,120,240,0,0,0,0,20,80,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
36519,-396.465,3,6,6,6,0,0,120,240,0,0,0,0,20,80,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36533,-380.859,3,6,6,6,0,0,120,240,0,0,0,0,20,80,0,1,0,0,1.8,1.8,0,0,0,99.999268,1.51
36538,-391.953,3,6,6,6,0,0,120,240,0,0,0,0,20,80,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36542,-393.889,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36547,-394.268,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36545,-387.905,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
36550,-395.546,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
36546,-400.063,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-3,3,0,0,0,99.999268,1.51
36556,-396.581,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
36549,-387.394,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
36551,-390.607,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
36561,-396.064,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36552,-408.857,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
36568,-392.155,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,1.8,0.6,0,0,0,99.999268,1.51
36560,-389.282,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36555,-394.645,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36565,-386.004,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
36566,-391.207,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
36558,-403.471,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
36562,-400.588,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
36557,-398.007,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
36571,-401.037,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36567,-400.328,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
36572,-414.631,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36577,-394.263,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36578,-409.912,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36580,-390.647,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
36583,-396.719,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36575,-388.726,3,6,6,6,0,0,120,240,0,0,0,0,20,100,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36587,-397.265,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
36586,-399.433,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-1.8,0.6,0,0,0,99.999268,1.51
36584,-407.247,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
36592,-394.203,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
36593,-403.438,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
36597,-375.595,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36591,-392.618,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36607,-394.349,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36602,-388.909,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
36610,-407.45,3,6,6,6,0,0,120,240,0,0,0,0,20,120,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36615,-398.517,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
36616,-402.544,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,-3,0.6,0,0,0,99.999268,1.51
36619,-407.357,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36621,-398.39,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
36631,-402.489,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
36624,-391.684,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
36627,-407.787,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36639,-392.335,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
36637,-390.841,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
36647,-386.744,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36643,-397.217,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36648,-395.511,3,6,6,6,0,0,120,240,0,0,0,0,20,140,0,1,0,0,3,3,0,0,0,99.999268,1.51
36651,-400.968,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
36654,-389.101,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-3,3,0,0,0,99.999268,1.51
36657,-398.187,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-1.8,-0.6,0,0,0,99.999268,1.51
36650,-393.29,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36649,-387.159,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36660,-392.136,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-1.8,3,0,0,0,99.999268,1.51
36655,-398.089,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36656,-402.796,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
36665,-391.31,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
36662,-402.357,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
36661,-392.556,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
36667,-387.143,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,0.6,-3,0,0,0,99.999268,1.51
36679,-388.159,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36680,-398.344,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36684,-390.907,3,6,6,6,0,0,120,240,0,0,0,0,20,160,0,1,0,0,3,3,0,0,0,99.999268,1.51
36691,-396.067,3,6,6,6,0,0,120,240,0,0,0,0,20,180,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36702,-391.519,3,6,6,6,0,0,120,240,0,0,0,0,20,180,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
36701,-388.543,3,6,6,6,0,0,120,240,0,0,0,0,20,180,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
36715,-401.206,3,6,6,6,0,0,120,240,0,0,0,0,20,180,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36720,-387.534,3,6,6,6,0,0,120,240,0,0,0,0,20,180,0,1,0,0,3,3,0,0,0,99.999268,1.51
36725,-403.723,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
36722,-395.508,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36740,-391.025,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36741,-387.953,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36742,-398.507,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
36745,-387.465,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
36752,-391.379,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36755,-388.74,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36754,-377.683,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36756,-386.987,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,3,3,0,0,0,99.999268,1.51
36757,-406.094,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36753,-382.393,3,6,6,6,0,0,120,240,0,0,0,0,40,0,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
36770,-404.699,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
36763,-408.285,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36771,-392.257,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36776,-386.291,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36769,-391.921,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,-0.6,-3,0,0,0,99.999268,1.51
36782,-394.854,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
36777,-391.679,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36778,-405.606,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
36781,-395.554,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,1.8,-3,0,0,0,99.999268,1.51
36788,-396.317,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36787,-401.996,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36789,-394.129,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
36794,-339.75,3,6,6,6,0,0,120,240,0,0,0,0,40,40,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36792,-399.017,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,3,3,0,0,0,99.999268,1.51
36797,-383.204,3,6,6,6,0,0,120,240,0,0,0,0,40,40,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
36800,-402.985,3,6,6,6,0,0,120,240,0,0,0,0,40,40,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
36790,-410.875,3,6,6,6,0,0,120,240,0,0,0,0,40,20,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36812,-386.269,3,6,6,6,0,0,120,240,0,0,0,0,40,40,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36815,-388.993,3,6,6,6,0,0,120,240,0,0,0,0,40,40,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
36829,-398.522,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36827,-379.775,3,6,6,6,0,0,120,240,0,0,0,0,40,40,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36824,-396.539,3,6,6,6,0,0,120,240,0,0,0,0,40,40,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36834,-405.878,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,-3,3,0,0,0,99.999268,1.51
36848,-389.271,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36846,-407.91,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
36849,-391.29,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36851,-404.715,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
36855,-385.553,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,1.8,-0.6,0,0,0,99.999268,1.51
36861,-391.67,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,3,-0.6,0,0,0,99.999268,1.51
36862,-388.068,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36860,-373.525,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36863,-391.501,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36859,-391.376,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36869,-400.784,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,-3,1.8,0,0,0,99.999268,1.51
36880,-398.007,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,-0.6,0.6,0,0,0,99.999268,1.51
36886,-409.054,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,0.6,0.6,0,0,0,99.999268,1.51
36864,-399.907,3,6,6,6,0,0,120,240,0,0,0,0,40,60,0,1,0,0,3,3,0,0,0,99.999268,1.51
36879,-402.563,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,-0.6,-0.6,0,0,0,99.999268,1.51
36885,-394.047,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36884,-398.696,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36870,-391.954,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,-3,3,0,0,0,99.999268,1.51
36881,-405.357,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,-0.6,1.8,0,0,0,99.999268,1.51
36882,-362.959,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,-0.6,3,0,0,0,99.999268,1.51
36890,-410.593,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,1.8,-1.8,0,0,0,99.999268,1.51
36901,-384.561,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,-3,-3,0,0,0,99.999268,1.51
36899,-389.454,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36902,-398.787,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36896,-410.097,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,3,-1.8,0,0,0,99.999268,1.51
36903,-396.821,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
36900,-355.49,3,6,6,6,0,0,120,240,0,0,0,0,40,80,0,1,0,0,3,3,0,0,0,99.999268,1.51
36906,-399.572,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,-3,3,0,0,0,99.999268,1.51
36907,-386.385,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,-1.8,-3,0,0,0,99.999268,1.51
36911,-396.834,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,-1.8,1.8,0,0,0,99.999268,1.51
36921,-388.847,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36931,-376.77,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,3,-3,0,0,0,99.999268,1.51
36935,-370.141,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,3,1.8,0,0,0,99.999268,1.51
36934,-390.818,3,6,6,6,0,0,120,240,0,0,0,0,40,100,0,1,0,0,3,0.6,0,0,0,99.999268,1.51
36944,-412.707,3,6,6,6,0,0,120,240,0,0,0,0,40,120,0,1,0,0,-1.8,-1.8,0,0,0,99.999268,1.51
36938,-412.559,3,6,6,6,0,0,120,240,0,0,0,0,40,120,0,1,0,0,-3,-1.8,0,0,0,99.999268,1.51
36950,-414.628,3,6,6,6,0,0,120,240,0,0,0,0,40,120,0,1,0,0,-0.6,-1.8,0,0,0,99.999268,1.51
36956,-409.126,3,6,6,6,0,0,120,240,0,0,0,0,40,120,0,1,0,0,0.6,-1.8,0,0,0,99.999268,1.51
36957,-398.48,3,6,6,6,0,0,120,240,0,0,0,0,40,120,0,1,0,0,0.6,-0.6,0,0,0,99.999268,1.51
36939,-345.979,3,6,6,6,0,0,120,240,0,0,0,0,40,120,0,1,0,0,-3,-0.6,0,0,0,99.999268,1.51
36959,-407.735,3,6,6,6,0,0,120,240,0,0,0,0,40,120,0,1,0,0,0.6,1.8,0,0,0,99.999268,1.51
